SAL_ID,Suburb_Name,SAL_CODE_2021,Population,Median_Age,Median_Rent_Weekly,Median_Income_Weekly,HH_Size,Postcode,Median_House_Price,One_Year_Growth_Pct,School_Count,Commute_Time_Mins,Parks_Count,Rental_Yield_Pct,State
SAL10931,Cliftleigh,SAL10931,2309,27,435,2018,2.9,2321,1424618,4.94,5,43,2,1.59,NSW
SAL10932,Clifton (NSW),SAL10932,35,41,480,2583,2.4,2515,1365291,4.45,14,20,6,1.83,NSW
SAL10933,Clifton Grove,SAL10933,950,43,400,2703,3.1,2800,1386089,4.87,8,44,6,1.5,NSW
SAL10934,Clontarf (NSW),SAL10934,1746,47,1250,4609,3,2093,1428479,1.73,13,16,15,4.55,NSW
SAL10935,Clothiers Creek,SAL10935,293,43,435,1728,3.1,2484,1559599,0.62,12,45,8,1.45,NSW
SAL10936,Clouds Creek,SAL10936,0,0,0,0,0,2453,1045735,5.6,7,39,18,0,NSW
SAL10937,Clovelly,SAL10937,4887,37,700,3474,2.6,2031,888043,5.74,6,37,12,4.1,NSW
SAL10938,Clunes (NSW),SAL10938,907,43,500,1855,2.6,2480,1834679,2.56,13,57,8,1.42,NSW
SAL10939,Clybucca,SAL10939,214,50,315,1687,2.3,2440,566203,4.12,6,35,2,2.89,NSW
SAL10940,Clyde (NSW),SAL10940,9,51,869,725,1,2142,1405588,1.74,12,30,16,3.21,NSW
SAL10941,Clydesdale (NSW),SAL10941,114,41,360,2749,2.8,2330,660775,5.02,1,18,11,2.83,NSW
SAL10942,Coal Point,SAL10942,1749,52,440,2148,2.5,2283,1557913,6.36,1,57,10,1.47,NSW
SAL10943,Coalcliff,SAL10943,212,47,640,3299,2.8,2508,1070715,4.88,7,22,14,3.11,NSW
SAL10944,Coaldale,SAL10944,73,47,250,2124,3.1,2460,2063299,3.13,3,20,14,0.63,NSW
SAL10945,Coasters Retreat,SAL10945,30,66,350,2250,1.9,2108,1872249,2.59,6,41,7,0.97,NSW
SAL10946,Cobaki,SAL10946,203,46,300,1906,2.8,2486,864167,4.42,12,50,9,1.81,NSW
SAL10947,Cobaki Lakes,SAL10947,42,48,400,2250,2.9,2486,1895385,4.8,5,50,13,1.1,NSW
SAL10948,Cobar,SAL10948,3603,36,200,1816,2.3,2835,2178651,3.59,3,38,3,0.48,NSW
SAL10949,Cobar Park,SAL10949,36,48,157,774,2.4,2790,1187281,4.25,6,20,17,0.69,NSW
SAL10950,Cobargo,SAL10950,766,56,285,967,2.3,2550,1844027,-1.03,3,57,13,0.8,NSW
SAL10951,Cobark,SAL10951,47,56,0,1458,2.6,2422,920571,7.52,8,47,19,0,NSW
SAL10952,Cobbadah,SAL10952,95,43,75,1125,2.7,2347,1675592,5.91,14,16,4,0.23,NSW
SAL10953,Cobbitty,SAL10953,4206,35,530,2313,2.9,2570,1291267,1.74,7,55,19,2.13,NSW
SAL10954,Cobbora,SAL10954,25,57,190,1499,3,2844,2093023,3.63,9,30,12,0.47,NSW
SAL10955,Cobramunga,SAL10955,41,45,80,974,2.6,2732,997562,-1.53,5,52,6,0.42,NSW
SAL10956,Cockwhy,SAL10956,25,33,0,2624,3,2539,2251541,-1.59,12,23,14,0,NSW
SAL10957,Codrington (NSW),SAL10957,83,42,250,1687,3.2,2471,883934,0.51,1,19,11,1.47,NSW
SAL10958,Coffee Camp,SAL10958,201,54,230,843,2.1,2480,2440624,4.9,11,24,16,0.49,NSW
SAL10959,Coffs Harbour,SAL10959,27089,43,355,1231,2.3,2450,2413760,6.52,10,44,7,0.76,NSW
SAL10960,Coggan,SAL10960,3,66,0,900,1.3,2849,817428,3.59,11,21,17,0,NSW
SAL10961,Cogra Bay,SAL10961,13,54,700,1374,2,2083,1867763,3.32,8,43,9,1.95,NSW
SAL10962,Coila,SAL10962,44,60,290,900,1.9,2537,1542892,2.02,2,16,4,0.98,NSW
SAL10963,Coldstream (NSW),SAL10963,61,53,323,866,2.3,2462,1190907,-0.38,6,34,6,1.41,NSW
SAL10964,Coleambally,SAL10964,1152,43,180,1555,2.4,2707,2432015,-0.82,1,18,16,0.38,NSW
SAL10965,Colebee,SAL10965,4914,33,620,3223,3.7,2761,582844,5.61,6,42,4,5.53,NSW
SAL10966,Coledale,SAL10966,1372,42,600,2586,2.8,2515,2100396,7.28,4,22,16,1.49,NSW
SAL10967,Colinroobie,SAL10967,51,33,75,1542,3.2,2700,1713997,2.58,5,49,3,0.23,NSW
SAL10968,Colinton (NSW),SAL10968,115,51,225,2100,2.3,2626,622402,4.59,10,16,13,1.88,NSW
SAL10969,Collarenebri,SAL10969,634,39,180,1042,2.5,2833,1666588,7.14,7,55,6,0.56,NSW
SAL10970,Collaroy (NSW),SAL10970,7944,43,600,2372,2.5,2097,938661,-1.1,13,42,10,3.32,NSW
SAL10971,Collaroy Plateau,SAL10971,4805,40,800,3278,3.2,2097,898929,5.7,6,25,5,4.63,NSW
SAL10972,Collector,SAL10972,376,38,200,2200,2.8,2581,1080466,4.17,1,50,8,0.96,NSW
SAL10973,Collendina,SAL10973,109,50,115,1625,2.6,2646,1073695,3.99,9,23,17,0.56,NSW
SAL10974,Collerina,SAL10974,10,54,0,250,2,2839,963556,0.93,6,52,14,0,NSW
SAL10975,Collie (NSW),SAL10975,177,42,150,1343,2.7,2827,1075278,4.84,6,15,3,0.73,NSW
SAL10976,Collingullie,SAL10976,258,41,295,1800,2.9,2650,1493176,5.95,9,41,3,1.03,NSW
SAL10977,Collingwood (NSW),SAL10977,51,45,400,2125,2.5,2850,1678049,-0.87,12,17,10,1.24,NSW
SAL10978,Collins Creek,SAL10978,167,50,265,1057,2.4,2474,1483049,3.34,10,53,16,0.93,NSW
SAL10979,Collombatti,SAL10979,681,49,338,1294,2.6,2440,978007,-0.99,5,23,5,1.8,NSW
SAL10980,Collum Collum,SAL10980,0,0,0,0,0,2460,1344573,6.73,11,54,18,0,NSW
SAL10981,Colly Blue,SAL10981,22,40,200,1375,2.4,2343,1965585,3.08,6,42,10,0.53,NSW
SAL10982,Colo (Bathurst Regional - NSW),SAL10982,3,44,0,725,4,2795,1867290,6.08,6,35,16,0,NSW
SAL10983,Colo (Hawkesbury - NSW),SAL10983,62,45,325,2249,3.5,2756,1774732,1.68,7,42,2,0.95,NSW
SAL10984,Colo Heights,SAL10984,336,40,250,1607,3,2756,1717540,-0.75,9,59,3,0.76,NSW
SAL10985,Colo Vale,SAL10985,1775,38,430,1875,2.8,2575,1025303,-1.59,5,38,10,2.18,NSW
SAL10986,Colongra,SAL10986,0,0,0,0,0,2262,1610389,0.82,5,32,12,0,NSW
SAL10987,Colyton,SAL10987,8770,36,380,1539,2.8,2760,527712,0.44,4,23,2,3.74,NSW
SAL10988,Comara,SAL10988,27,64,165,1312,2,2440,2173361,3.6,10,40,10,0.39,NSW
SAL10989,Combaning,SAL10989,100,39,127,2036,2.8,2666,2474495,-1.78,4,38,3,0.27,NSW
SAL10990,Combara,SAL10990,28,40,0,612,2.5,2829,2315790,3.21,12,20,6,0,NSW
SAL10991,Comberton,SAL10991,31,46,725,1562,3,2540,612816,1.92,8,26,18,6.15,NSW
SAL10992,Comboyne,SAL10992,416,55,250,1191,2.2,2429,1677354,3.77,13,50,2,0.78,NSW
SAL10993,Come By Chance,SAL10993,88,35,0,2125,3.4,2832,2135156,5.02,2,23,15,0,NSW
SAL10994,Comerong Island,SAL10994,19,67,0,1875,1.9,2540,785977,4.34,10,24,13,0,NSW
SAL10995,Commissioners Creek,SAL10995,38,39,300,1375,2.3,2484,635230,7.85,8,17,11,2.46,NSW
SAL10996,Como (NSW),SAL10996,4053,40,590,3152,3.1,2226,2266616,-0.62,2,43,16,1.35,NSW
SAL10997,Comobella,SAL10997,65,38,125,1292,2.9,2820,1306741,2.3,1,21,2,0.5,NSW
SAL10998,Conargo,SAL10998,117,48,125,1325,2.3,2710,769114,2.25,10,40,2,0.85,NSW
SAL10999,Concord,SAL10999,14551,43,570,2410,2.8,2137,1883194,2.17,13,22,12,1.57,NSW
SAL11000,Concord West,SAL11000,6178,42,450,2354,2.8,2138,1504208,4.64,9,57,12,1.56,NSW
SAL11001,Condell Park,SAL11001,13066,34,500,1636,3.4,2200,2381548,2.9,11,27,6,1.09,NSW
SAL11002,Condobolin,SAL11002,3185,39,200,1292,2.4,2877,651456,3.17,8,49,4,1.6,NSW
SAL11003,Condong,SAL11003,314,40,460,1696,2.9,2484,2353025,2.32,6,33,12,1.02,NSW
SAL11004,Coneac,SAL11004,7,59,0,1625,2,2422,1362312,7.92,4,36,5,0,NSW
SAL11005,Congarinni,SAL11005,365,53,325,1125,2.6,2447,1654146,7.28,2,30,7,1.02,NSW
SAL11006,Congarinni North,SAL11006,394,49,250,1239,2.6,2447,770846,1.08,8,29,19,1.69,NSW
SAL11007,Congewai,SAL11007,206,56,350,1687,2.3,2325,2466464,-0.88,3,16,8,0.74,NSW
SAL11008,Congo,SAL11008,253,48,340,1550,2.3,2537,500404,6.4,10,52,5,3.53,NSW
SAL11009,Conimbia,SAL11009,30,31,154,1812,2.7,2829,1458447,7.97,4,35,15,0.55,NSW
SAL11010,Coniston,SAL11010,2267,39,350,1535,2.4,2500,1203286,0.93,5,44,9,1.51,NSW
SAL11011,Conjola,SAL11011,148,52,375,1624,2.9,2539,2495269,1.58,13,21,12,0.78,NSW
SAL11012,Conjola Park,SAL11012,298,51,370,1181,2.2,2539,1823483,7.42,4,45,15,1.06,NSW
SAL11013,Connells Point,SAL11013,2884,43,600,2644,3.1,2221,2222320,5.11,11,55,4,1.4,NSW
SAL11014,Constitution Hill,SAL11014,4030,38,410,1706,2.8,2145,1215460,0.96,8,55,12,1.75,NSW
SAL11015,Coogee (NSW),SAL11015,14634,35,650,2976,2.2,2034,1384574,3.81,9,49,5,2.44,NSW
SAL11016,Cookamidgera,SAL11016,151,48,148,1300,2.4,2870,2213796,7.44,14,18,10,0.35,NSW
SAL11017,Cookardinia,SAL11017,81,44,185,1674,2.5,2650,735365,6.12,14,48,6,1.31,NSW
SAL11018,Cooks Gap,SAL11018,549,43,300,1637,2.6,2850,842786,5.42,14,15,14,1.85,NSW
SAL11019,Cooks Hill,SAL11019,3774,35,430,1881,2,2300,1599188,5.37,1,24,5,1.4,NSW
SAL11020,Cooks Myalls,SAL11020,49,43,170,1374,2.7,2870,1310006,-0.22,2,44,8,0.67,NSW
SAL11021,Coolabah,SAL11021,32,37,106,1374,2.7,2831,2358532,6.25,12,46,3,0.23,NSW
SAL11022,Coolac,SAL11022,244,37,125,1625,2.7,2727,700244,0.76,4,17,8,0.93,NSW
SAL11023,Coolagolite,SAL11023,309,51,305,1187,2.4,2550,2345924,7.3,1,24,10,0.68,NSW
SAL11024,Coolah,SAL11024,1262,47,170,1162,2.4,2843,1553385,1.65,11,23,3,0.57,NSW
SAL11025,Coolamon,SAL11025,2275,42,270,1427,2.5,2701,663273,6.58,6,31,17,2.12,NSW
SAL11026,Coolangatta (NSW),SAL11026,324,51,400,2058,2.8,2535,2257266,0.66,12,17,7,0.92,NSW
SAL11027,Coolangubra,SAL11027,0,0,0,0,0,2550,1693104,3.15,5,41,19,0,NSW
SAL11028,Coolatai,SAL11028,99,42,200,1031,2.2,2402,2055540,-0.93,13,49,18,0.51,NSW
SAL11029,Cooleman,SAL11029,0,0,0,0,0,2611,1998189,4.6,7,18,12,0,ACT
SAL11030,Cooleys Creek,SAL11030,8,35,310,2250,3,2729,2456296,6.36,12,18,5,0.66,NSW
SAL11031,Coolgardie (NSW),SAL11031,132,44,420,2250,2.9,2478,1587341,5.18,6,46,9,1.38,NSW
SAL11032,Coolongolook,SAL11032,382,55,300,952,2.5,2423,2380114,3.23,14,52,19,0.66,NSW
SAL11033,Coolringdon,SAL11033,73,55,250,1375,2.4,2630,1864652,-1.55,14,25,14,0.7,NSW
SAL11034,Coolumbooka,SAL11034,13,35,0,1875,3,2632,1434604,7.33,3,58,9,0,NSW
SAL11035,Coolumburra,SAL11035,3,70,0,725,2,2622,1343523,5.05,5,53,11,0,NSW
SAL11036,Cooma (NSW),SAL11036,6715,44,290,1374,2.2,2630,1046237,5.46,3,59,19,1.44,NSW
SAL11037,Coomba Bay,SAL11037,168,58,400,1583,2.4,2428,1749728,5.95,9,20,19,1.19,NSW
SAL11038,Coomba Park,SAL11038,691,61,300,786,1.9,2428,1848464,5.48,2,49,18,0.84,NSW
SAL11039,Coombadjha,SAL11039,7,58,0,0,1.3,2460,1200903,2.41,6,46,17,0,NSW
SAL11040,Coombell,SAL11040,12,58,100,1125,2.3,2470,2443327,5.34,9,37,7,0.21,NSW
SAL11041,Coomealla,SAL11041,748,43,180,1358,2.7,2717,592193,4.25,10,56,15,1.58,NSW
SAL11042,Coomoo Coomoo,SAL11042,19,48,300,3750,3.3,2343,1584763,6.54,7,51,6,0.98,NSW
SAL11043,Coonabarabran,SAL11043,3477,50,210,1154,2.3,2357,1005950,6.02,5,40,16,1.09,NSW
SAL11044,Coonamble,SAL11044,2666,38,190,1206,2.4,2829,1686887,-1.59,2,48,14,0.59,NSW
SAL11045,Coongbar,SAL11045,0,67,0,3250,1.5,2469,1410886,1.79,2,52,17,0,NSW
SAL11046,Cooperabung,SAL11046,293,46,400,1825,3,2441,1300921,-1.65,4,25,17,1.6,NSW
SAL11047,Coopernook,SAL11047,625,46,305,1142,2.5,2426,1008153,-0.98,10,35,18,1.57,NSW
SAL11048,Coopers Gully,SAL11048,172,49,310,1625,2.4,2550,1737665,4.01,12,57,6,0.93,NSW
SAL11049,Coopers Shoot,SAL11049,409,46,500,1954,2.7,2479,1086165,6.74,2,38,12,2.39,NSW
SAL11050,Cooplacurripa,SAL11050,9,62,130,1062,1.7,2424,1984917,-0.8,12,29,16,0.34,NSW
SAL11051,Coorabell,SAL11051,481,48,485,2107,2.7,2479,1860642,2.51,13,17,4,1.36,NSW
SAL11052,Cooranbong,SAL11052,7077,39,380,1639,2.7,2265,1118362,7.11,13,16,9,1.77,NSW
SAL11053,Cootamundra,SAL11053,6885,51,220,1037,2.2,2590,1187409,6.14,8,21,4,0.96,NSW
SAL11054,Cootralantra,SAL11054,107,42,330,1800,2.7,2628,1061419,3.2,10,19,5,1.62,NSW
SAL11055,Cooyal,SAL11055,137,45,385,2416,2.7,2850,1140053,5.72,7,59,15,1.76,NSW
SAL11056,Copacabana,SAL11056,2809,43,510,2143,2.8,2251,1360395,3.23,7,54,7,1.95,NSW
SAL11057,Cope,SAL11057,113,43,200,1125,2.4,2852,2179748,-0.42,3,43,5,0.48,NSW
SAL11058,Copeland,SAL11058,74,56,197,1125,1.9,2422,625917,-0.75,7,55,13,1.64,NSW
SAL11059,Copeton,SAL11059,57,44,176,1375,2.9,2360,1310717,-0.12,8,46,3,0.7,NSW
SAL11060,Copmanhurst,SAL11060,344,50,285,974,2.3,2460,1848346,1.51,5,44,19,0.8,NSW
SAL11061,Coppabella (NSW),SAL11061,12,22,0,1875,3.3,2644,1198168,7.31,1,22,15,0,NSW
SAL11062,Copperhannia,SAL11062,9,55,0,1999,1.8,2795,981680,6,1,46,9,0,NSW
SAL11063,Coraki,SAL11063,1373,46,300,1072,2.5,2471,1471375,2.33,12,56,9,1.06,NSW
SAL11064,Coralville,SAL11064,168,53,275,1125,2.6,2443,781342,2.93,11,16,13,1.83,NSW
SAL11065,Coramba,SAL11065,817,46,400,1625,2.6,2450,2485838,0.66,14,24,2,0.84,NSW
SAL11066,Corang,SAL11066,4,68,0,399,1.5,2622,1039542,5.04,4,57,2,0,NSW
SAL11067,Corangula,SAL11067,22,62,0,1124,2.2,2440,1592814,6.03,2,57,5,0,NSW
SAL11068,Corbie Hill,SAL11068,168,51,250,1875,2.7,2705,501252,0.39,7,51,18,2.59,NSW
SAL11069,Cordeaux,SAL11069,0,0,0,0,0,2526,1326196,-1.58,13,17,11,0,NSW
SAL11070,Cordeaux Heights,SAL11070,4460,41,495,2634,3.1,2526,1364141,4.24,3,37,2,1.89,NSW
SAL11071,Coree,SAL11071,43,44,100,2416,2.3,2710,2034026,3.63,12,48,12,0.26,NSW
SAL11072,Coreen,SAL11072,122,34,125,2049,2.9,2646,815826,2.02,4,32,18,0.8,NSW
SAL11073,Corindi Beach,SAL11073,1802,39,435,1550,2.7,2456,1870214,4.44,9,47,11,1.21,NSW
SAL11074,Corinella (NSW),SAL11074,72,35,100,1875,3,2871,1105605,3.51,2,47,7,0.47,NSW
SAL11075,Corlette,SAL11075,5699,52,445,1566,2.4,2315,827359,0.51,12,31,5,2.8,NSW
SAL11076,Corndale (NSW),SAL11076,358,49,380,1821,2.7,2480,2151451,1.98,8,20,14,0.92,NSW
SAL11077,Corney Town,SAL11077,66,52,270,762,1.9,2790,506949,2.28,1,27,12,2.77,NSW
SAL11078,Cornwallis,SAL11078,44,45,250,1875,2.8,2756,1263185,6.8,3,35,6,1.03,NSW
SAL11079,Corobimilla,SAL11079,44,47,0,1708,2.9,2700,817537,7.61,4,45,15,0,NSW
SAL11080,Corowa,SAL11080,5595,52,230,1130,2.1,2646,2277489,6.93,14,35,3,0.53,NSW
SAL11081,Corrabare,SAL11081,0,0,0,0,0,2325,1162301,5.19,6,47,4,0,NSW
SAL11082,Corrimal,SAL11082,6972,41,365,1508,2.3,2518,1050222,3.85,1,42,4,1.81,NSW
SAL11083,Corrong,SAL11083,3,52,0,0,4,2711,2489466,4.89,14,20,12,0,NSW
SAL11084,Corrowong,SAL11084,23,62,0,1749,2,2633,1280722,7.39,8,22,10,0,NSW
SAL11085,Corunna,SAL11085,83,60,300,974,2.4,2546,2003678,0.5,2,27,11,0.78,NSW
SAL11086,Cottage Point,SAL11086,96,60,607,2750,1.9,2084,1886465,3.35,5,48,7,1.67,NSW
SAL11087,Cottonvale (NSW),SAL11087,20,57,0,850,1.8,4375,976467,4.9,6,54,7,0,QLD
SAL11088,Cougal,SAL11088,30,64,0,840,1.9,2474,856600,4.79,8,36,2,0,NSW
SAL11089,Countegany,SAL11089,38,58,0,1458,2.1,2630,1864133,0.52,3,15,2,0,NSW
SAL11090,Courabyra,SAL11090,112,38,163,1375,3,2653,1474304,3.87,12,27,4,0.57,NSW
SAL11091,Couradda,SAL11091,29,49,120,1333,3,2390,2432247,5.96,9,15,7,0.26,NSW
SAL11092,Couragago,SAL11092,9,27,0,2124,4,2720,1853038,2.75,12,24,3,0,NSW
SAL11093,Couridjah,SAL11093,282,40,365,1791,2.9,2571,750875,5.93,5,19,16,2.53,NSW
SAL11094,Coutts Crossing,SAL11094,1053,44,300,1157,2.6,2460,963389,1.6,8,34,13,1.62,NSW
SAL11095,Cow Flat,SAL11095,58,51,120,2249,2.8,2795,570390,7.39,4,27,11,1.09,NSW
SAL11096,Cowabbie,SAL11096,16,34,150,3125,2.7,2652,1207689,3.34,12,51,14,0.65,NSW
SAL11097,Cowan,SAL11097,631,41,515,2250,2.9,2081,753490,3.96,9,24,4,3.55,NSW
SAL11098,Cowper,SAL11098,88,48,300,1300,2.4,2460,2115952,-1.69,8,17,19,0.74,NSW
SAL11099,Cowra,SAL11099,10145,46,230,1107,2.3,2794,1796516,-0.3,5,48,6,0.67,NSW
SAL11100,Coxs Creek,SAL11100,73,37,50,1166,3,2849,865340,4.33,3,48,14,0.3,NSW
SAL11101,Coxs Crown,SAL11101,18,46,0,450,2.6,2849,933027,2.2,1,44,15,0,NSW
SAL11102,Crabbes Creek,SAL11102,343,47,400,1420,2.7,2483,2056617,3.08,5,51,16,1.01,NSW
SAL11103,Crackenback,SAL11103,213,45,738,2374,2.9,2627,1866199,-1.37,5,18,19,2.06,NSW
SAL11104,Craigie (NSW),SAL11104,29,42,200,2250,2.5,2632,1765040,6.34,4,48,15,0.59,NSW
SAL11105,Cranebrook,SAL11105,15779,33,410,2108,2.9,2749,2291305,5.85,10,46,4,0.93,NSW
SAL11106,Crangan Bay,SAL11106,3,65,0,1125,2,2259,2059312,-0.15,10,35,2,0,NSW
SAL11107,Craven,SAL11107,104,54,265,1050,2.3,2422,2354971,4.34,8,55,8,0.59,NSW
SAL11108,Craven Plateau,SAL11108,14,62,100,1874,2,2422,1865843,6.18,3,38,8,0.28,NSW
SAL11109,Crawford River,SAL11109,57,54,460,1125,2.2,2423,1150199,4.41,12,23,18,2.08,NSW
SAL11110,Crawney,SAL11110,48,47,375,762,2.6,2338,2437476,1.1,10,55,16,0.8,NSW
SAL11111,Creel Bay,SAL11111,4,35,120,2499,2,2627,723777,4.56,9,38,14,0.86,NSW
SAL11112,Creewah,SAL11112,36,59,0,875,1.5,2631,1359909,0.1,3,39,16,0,NSW
SAL11113,Cremorne (NSW),SAL11113,11263,40,600,2481,2.1,2090,2349396,1.18,4,50,4,1.33,NSW
SAL11114,Cremorne Point,SAL11114,2270,47,650,2951,2.1,2090,1554145,0.4,6,22,18,2.17,NSW
SAL11115,Crescent Head,SAL11115,1633,50,320,1317,2.2,2440,1094124,3.57,9,55,17,1.52,NSW
SAL11116,Crestwood,SAL11116,4936,35,320,1719,2.2,2620,1128861,-0.92,10,43,2,1.47,NSW
SAL11117,Cringila,SAL11117,2156,38,350,1117,2.8,2502,929802,7.33,2,39,15,1.96,NSW
SAL11118,Croki,SAL11118,34,61,280,1208,2.1,2430,758090,1.34,2,49,4,1.92,NSW
SAL11119,Cromer (NSW),SAL11119,8030,41,650,2483,3,2099,2215951,0.19,2,52,5,1.53,NSW
SAL11120,Cronulla,SAL11120,17899,43,500,2058,2.1,2230,1593578,2.97,5,42,10,1.63,NSW
SAL11121,Crooble,SAL11121,54,37,75,1562,3.1,2400,1271954,0.77,6,33,2,0.31,NSW
SAL11122,Croobyar,SAL11122,174,57,300,1516,2.5,2539,1161614,3.35,3,46,15,1.34,NSW
SAL11123,Crooked Corner,SAL11123,78,55,125,1312,2.1,2583,2483224,1.49,3,51,14,0.26,NSW
SAL11124,Crookwell,SAL11124,2686,52,280,1196,2.2,2583,1179574,-0.68,2,42,16,1.23,NSW
SAL11125,Croom,SAL11125,112,38,365,1718,3,2527,998870,0.66,11,49,19,1.9,NSW
SAL11126,Croppa Creek,SAL11126,104,38,200,2416,3,2411,1760367,2.38,6,22,17,0.59,NSW
SAL11127,Cross Roads (NSW),SAL11127,19,40,0,2125,3.2,2850,702846,-1.7,1,55,7,0,NSW
SAL11128,Crosslands,SAL11128,626,41,430,1389,2.8,2446,2210026,5.71,9,37,17,1.01,NSW
SAL11129,Croudace Bay,SAL11129,641,41,478,2010,2.8,2280,1166997,4.22,11,54,12,2.13,NSW
SAL11130,Crowdy Bay,SAL11130,6,28,450,1999,2,2443,2226351,4.01,10,37,8,1.05,NSW
SAL11131,Crowdy Head,SAL11131,78,63,540,1875,2.2,2427,1572647,3.46,4,46,10,1.79,NSW
SAL11132,Crows Nest (NSW),SAL11132,4974,36,550,2614,2,2065,2131107,3.9,14,24,2,1.34,NSW
SAL11133,Crowther,SAL11133,78,43,300,1350,2.5,2803,1528455,7.35,2,31,11,1.02,NSW
SAL11134,Crowther Island,SAL11134,0,0,0,0,0,2460,1412259,-1.91,13,49,9,0,NSW
SAL11135,Croydon (NSW),SAL11135,10755,42,480,2157,2.7,2132,2443223,-1.52,12,49,12,1.02,NSW
SAL11136,Croydon Park (NSW),SAL11136,10929,41,410,1843,2.7,2133,672312,-0.09,6,17,6,3.17,NSW
SAL11137,Crudine,SAL11137,68,56,80,900,2.3,2795,1805794,-0.33,5,50,7,0.23,NSW
SAL11138,Cryon,SAL11138,39,44,0,1875,3.1,2832,1763455,-0.19,3,43,13,0,NSW
SAL11139,Crystal Creek (NSW),SAL11139,263,47,250,1210,2.6,2484,1912290,4.72,13,41,12,0.68,NSW
SAL11140,Cubba,SAL11140,26,44,280,4999,2.6,2835,926650,2.59,3,45,8,1.57,NSW
SAL11141,Cudal,SAL11141,586,44,256,1312,2.4,2864,831868,7.92,5,48,8,1.6,NSW
SAL11142,Cudgegong,SAL11142,66,51,480,1687,2.4,2850,2450367,0.27,4,26,13,1.02,NSW
SAL11143,Cudgel,SAL11143,36,38,300,1625,3.2,2700,2410705,1.11,5,51,13,0.65,NSW
SAL11144,Cudgen,SAL11144,952,39,440,1893,2.9,2487,2101596,7.84,2,39,2,1.09,NSW
SAL11145,Cudgera Creek,SAL11145,339,45,460,1800,2.8,2484,2194329,6.32,11,16,5,1.09,NSW
SAL11146,Cudmirrah,SAL11146,284,56,280,1093,2,2540,1428818,2.7,1,44,12,1.02,NSW
SAL11147,Culburra Beach,SAL11147,2946,54,350,1247,2.2,2540,1965746,3.55,5,58,10,0.93,NSW
SAL11148,Culcairn,SAL11148,1483,44,220,1173,2.5,2660,557108,6.43,11,23,14,2.05,NSW
SAL11149,Cullen Bullen,SAL11149,166,51,190,1042,2.5,2790,2029297,2.81,1,37,6,0.49,NSW
SAL11150,Cullenbone,SAL11150,49,30,370,3125,3.8,2850,1659771,0.06,3,23,12,1.16,NSW
SAL11151,Cullendore,SAL11151,10,57,0,1374,2,2372,2438089,6.28,8,34,4,0,NSW
SAL11152,Cullerin,SAL11152,41,53,240,2250,2.7,2581,1585244,3.38,11,15,6,0.79,NSW
SAL11153,Cullivel,SAL11153,10,51,0,1699,3.3,2645,785205,-0.47,8,53,14,0,NSW
SAL11154,Culmaran Creek,SAL11154,21,48,174,1437,2.4,2469,1889972,3.06,9,37,15,0.48,NSW
SAL11155,Cumbalum,SAL11155,2211,37,610,2170,3,2478,2112613,2.13,1,32,14,1.5,NSW
SAL11156,Cumbandry,SAL11156,22,20,300,3250,5.5,2852,630560,6.77,4,56,3,2.47,NSW
SAL11157,Cumberland Reach,SAL11157,208,38,530,2386,3.1,2756,1547172,-0.74,6,46,3,1.78,NSW
SAL11158,Cumbo,SAL11158,3,59,190,2750,2,2850,1915400,6.75,7,23,19,0.52,NSW
SAL11159,Cumborah,SAL11159,198,58,50,497,1.6,2832,647979,3.12,5,25,7,0.4,NSW
SAL11160,Cumnock,SAL11160,491,44,220,1184,2.5,2867,1698425,2.04,13,15,11,0.67,NSW
SAL11161,Cundle Flat,SAL11161,12,60,0,1125,2.2,2424,1248589,-0.38,7,25,9,0,NSW
SAL11162,Cundletown,SAL11162,2050,46,350,1305,2.5,2430,551745,5.01,11,47,6,3.3,NSW
SAL11163,Cundumbul,SAL11163,44,38,120,1875,3,2866,1919184,7.27,10,44,3,0.33,NSW
SAL11164,Cunjurong Point,SAL11164,111,60,365,1337,1.9,2539,591865,1.75,8,19,7,3.21,NSW
SAL11165,Cunningar,SAL11165,163,54,270,1333,2.1,2587,2447436,0.42,10,15,19,0.57,NSW
SAL11166,Cunninyeuk,SAL11166,24,27,0,2249,3.3,2734,1761466,3.55,6,24,9,0,NSW
SAL11167,Curban,SAL11167,137,40,180,1765,2.5,2827,1572200,5.96,11,27,3,0.6,NSW
SAL11168,Curl Curl,SAL11168,2364,40,705,3870,3,2096,523321,-1.96,4,41,5,7.01,NSW
SAL11169,Curlew Waters,SAL11169,21,39,0,1649,3.2,2672,903704,4.31,1,22,16,0,NSW
SAL11170,Curlewis (NSW),SAL11170,779,40,290,1403,2.6,2381,1309006,3.97,11,42,10,1.15,NSW
SAL11171,Curlwaa,SAL11171,496,42,200,1589,2.5,2648,2471320,1.18,5,59,7,0.42,NSW
SAL11172,Curra Creek,SAL11172,43,55,150,762,2,2820,1722869,2.51,10,16,10,0.45,NSW
SAL11173,Currabubula,SAL11173,339,41,270,1553,2.5,2342,1427982,0.47,10,26,14,0.98,NSW
SAL11174,Curragh,SAL11174,0,0,0,0,0,2795,2331991,5.9,10,41,6,0,NSW
SAL11175,Curramore (NSW),SAL11175,220,52,375,2178,3,2533,686717,4.35,4,27,15,2.84,NSW
SAL11176,Currans Hill,SAL11176,5541,32,450,2170,3,2567,1528202,3.33,5,36,15,1.53,NSW
