SAL_ID,Suburb_Name,SAL_CODE_2021,Population,Median_Age,Median_Rent_Weekly,Median_Income_Weekly,HH_Size,Postcode,Median_House_Price,One_Year_Growth_Pct,School_Count,Commute_Time_Mins,Parks_Count,Rental_Yield_Pct
SAL12817,Mountain Lagoon,SAL12817,78,55,360,1625,2.3,12817,1482469,-0.84,12,59,12,1.26
SAL12818,Mountain Top,SAL12818,45,44,263,1375,2.1,12818,536321,4.73,14,51,3,2.55
SAL12819,Mountain View (NSW),SAL12819,208,39,330,1399,2.7,12819,835441,2.32,11,41,3,2.05
SAL12820,Mourquong,SAL12820,75,42,188,1625,2.5,12820,2431660,6.17,3,16,18,0.4
SAL12821,Mowbray Park,SAL12821,94,46,520,2583,3.4,12821,2434312,-0.04,12,50,9,1.11
SAL12822,Mozart,SAL12822,58,55,250,1875,2.4,12822,1793590,0.05,2,26,6,0.72
SAL12823,Mudgee,SAL12823,11457,36,360,1678,2.4,12823,656498,4.46,12,49,12,2.85
SAL12824,Mulbring,SAL12824,682,46,360,2067,2.9,12824,1566348,6.46,3,45,2,1.2
SAL12825,Mulgoa,SAL12825,2044,41,450,2533,3.3,12825,2438762,2.72,11,33,17,0.96
SAL12826,Mulgrave (NSW),SAL12826,78,40,500,1812,2.6,12826,1290144,5.27,5,40,6,2.02
SAL12827,Mulguthrie,SAL12827,19,24,0,1625,3.2,12827,894583,7.99,7,50,17,0.0
SAL12828,Muli Muli,SAL12828,90,35,125,599,3.8,12828,738389,7.9,2,18,6,0.88
SAL12829,Mulla,SAL12829,21,45,0,2749,3.2,12829,1139430,5.44,13,57,11,0.0
SAL12830,Mulla Creek,SAL12830,87,53,0,1390,2.8,12830,2164600,5.4,14,45,10,0.0
SAL12831,Mullaley,SAL12831,174,45,250,1292,2.5,12831,1600500,0.48,7,27,4,0.81
SAL12832,Mullamuddy,SAL12832,95,43,300,1562,2.9,12832,2076590,6.34,6,57,10,0.75
SAL12833,Mullaway,SAL12833,607,40,410,1760,2.7,12833,1899872,2.05,14,53,9,1.12
SAL12834,Mullengandra,SAL12834,122,44,175,2062,2.5,12834,1576299,7.62,7,18,5,0.58
SAL12835,Mullengudgery,SAL12835,38,45,125,1374,2.5,12835,2461977,-1.19,7,54,12,0.26
SAL12836,Mullion,SAL12836,89,55,581,2437,2.6,12836,1258470,2.36,9,58,5,2.4
SAL12837,Mullion Creek,SAL12837,561,39,300,1800,3.0,12837,2435502,3.56,7,27,13,0.64
SAL12838,Mulloon,SAL12838,129,45,405,2416,2.5,12838,1164468,2.05,14,55,8,1.81
SAL12839,Mullumbimby,SAL12839,4180,45,500,1355,2.5,12839,708786,0.11,12,23,9,3.67
SAL12840,Mullumbimby Creek,SAL12840,512,48,440,1488,2.6,12840,2108507,3.93,13,16,11,1.09
SAL12841,Mulwala,SAL12841,2557,53,270,1185,2.3,12841,1186684,5.56,6,49,14,1.18
SAL12842,Mulyandry,SAL12842,38,61,213,1875,1.9,12842,2438904,4.45,10,26,15,0.45
SAL12843,Mumbil,SAL12843,298,48,140,864,2.3,12843,1763008,0.34,8,31,17,0.41
SAL12844,Mumblebone Plain,SAL12844,9,42,0,2125,3.0,12844,1528400,5.32,7,18,8,0.0
SAL12845,Mumbulla Mountain,SAL12845,0,63,0,0,0.0,12845,1688575,0.57,6,28,17,0.0
SAL12846,Mummel,SAL12846,129,46,150,2374,2.8,12846,1380112,-0.25,4,35,18,0.57
SAL12847,Mummulgum,SAL12847,105,45,225,1031,2.6,12847,858690,4.91,7,55,13,1.36
SAL12848,Mundamia,SAL12848,85,53,250,1406,2.4,12848,1439947,6.43,12,22,10,0.9
SAL12849,Mundarlo,SAL12849,51,52,30,1687,2.3,12849,579973,2.82,8,47,9,0.27
SAL12850,Munderoo,SAL12850,58,47,310,1625,2.9,12850,2398457,3.31,8,59,10,0.67
SAL12851,Mundongo,SAL12851,246,44,325,2295,2.9,12851,1134122,1.03,12,42,6,1.49
SAL12852,Mungay Creek,SAL12852,133,43,423,1266,2.7,12852,2309250,2.95,12,17,11,0.95
SAL12853,Munghorn,SAL12853,0,0,0,0,0.0,12853,1548173,-0.68,4,28,6,0.0
SAL12854,Mungindi (NSW),SAL12854,487,42,170,1166,2.2,12854,2002025,7.56,10,33,15,0.44
SAL12855,Mungo,SAL12855,0,56,0,1375,1.0,12855,787681,6.0,9,20,19,0.0
SAL12856,Mungo Brush,SAL12856,0,0,0,0,0.0,12856,994509,4.68,3,50,8,0.0
SAL12857,Munni,SAL12857,38,52,295,1024,2.1,12857,2412584,3.38,9,34,9,0.64
SAL12858,Munyabla,SAL12858,72,30,185,1624,3.0,12858,2180386,5.92,3,15,6,0.44
SAL12859,Murga,SAL12859,58,52,0,1625,2.7,12859,2095476,2.95,13,24,7,0.0
SAL12860,Murrah,SAL12860,82,60,100,1542,2.2,12860,725049,1.0,7,27,10,0.72
SAL12861,Murrami,SAL12861,288,40,220,1542,2.9,12861,1817191,-0.4,4,26,10,0.63
SAL12862,Murrawombie,SAL12862,29,30,10,1625,4.3,12862,666703,4.48,5,25,9,0.08
SAL12863,Murray Downs,SAL12863,274,48,370,2416,2.7,12863,1264357,7.29,13,50,18,1.52
SAL12864,Murray Gorge,SAL12864,0,0,0,0,0.0,12864,1247419,-0.46,3,31,9,0.0
SAL12865,Murrays Beach,SAL12865,882,44,579,2303,2.8,12865,1579924,-0.2,2,43,2,1.91
SAL12866,Murrays Run,SAL12866,140,59,255,1541,2.2,12866,1744380,2.34,12,17,19,0.76
SAL12867,Murrengenburg,SAL12867,0,0,0,0,0.0,12867,2336185,6.07,8,43,16,0.0
SAL12868,Murrin Bridge,SAL12868,57,40,150,662,2.3,12868,635832,0.94,14,24,17,1.23
SAL12869,Murringo,SAL12869,390,47,245,1258,2.3,12869,1843499,0.54,7,33,3,0.69
SAL12870,Murrulebale,SAL12870,61,40,150,2124,2.9,12870,783780,4.2,7,18,14,1.0
SAL12871,Murrumbateman,SAL12871,3607,40,528,3348,3.1,12871,2154753,3.36,8,52,3,1.27
SAL12872,Murrumbo,SAL12872,4,34,0,2250,4.0,12872,1602127,-1.4,13,26,15,0.0
SAL12873,Murrumbucca,SAL12873,82,52,169,2200,2.6,12873,904772,-1.19,1,45,8,0.97
SAL12874,Murrumburrah,SAL12874,81,51,250,1666,2.3,12874,2493678,4.43,12,16,12,0.52
SAL12875,Murrurundi,SAL12875,945,54,250,877,2.0,12875,2215499,2.65,8,15,16,0.59
SAL12876,Murulla,SAL12876,23,34,400,2625,3.3,12876,1071107,7.71,10,31,18,1.94
SAL12877,Murwillumbah,SAL12877,7616,46,346,1147,2.4,12877,1884490,4.79,12,39,18,0.95
SAL12878,Muscle Creek,SAL12878,313,38,243,3083,3.0,12878,1508559,-1.9,14,19,16,0.84
SAL12879,Muswellbrook,SAL12879,12272,35,310,1603,2.5,12879,920182,2.81,14,28,17,1.75
SAL12880,Mutawintji,SAL12880,30,44,250,1187,3.8,12880,1761357,2.14,5,24,10,0.74
SAL12881,Muttama,SAL12881,140,32,245,1833,2.8,12881,2001681,-0.93,8,35,10,0.64
SAL12882,Myall Creek,SAL12882,27,52,0,1125,2.5,12882,1182347,7.23,9,39,7,0.0
SAL12883,Myall Lake,SAL12883,0,0,0,0,0.0,12883,2413722,6.05,13,49,2,0.0
SAL12884,Myall Park (NSW),SAL12884,226,47,250,1974,3.0,12884,1522378,0.3,2,17,6,0.85
SAL12885,Myalla (NSW),SAL12885,4,34,0,1875,2.0,12885,1213708,0.56,3,32,6,0.0
SAL12886,Mylestom,SAL12886,336,50,360,1083,2.2,12886,1048884,-1.68,6,50,2,1.78
SAL12887,Mylneford,SAL12887,78,51,450,1468,2.7,12887,2499254,0.97,9,53,2,0.94
SAL12888,Myocum,SAL12888,1217,47,380,1505,2.5,12888,1350538,3.85,14,47,7,1.46
SAL12889,Myola (NSW),SAL12889,94,65,333,979,1.9,12889,1525014,2.21,10,31,10,1.14
SAL12890,Myrtle Creek (NSW),SAL12890,92,60,290,850,2.4,12890,1487471,7.69,10,54,6,1.01
SAL12891,Myrtle Mountain,SAL12891,75,53,0,1625,2.3,12891,559182,-1.44,8,20,18,0.0
SAL12892,Myrtle Park,SAL12892,51,33,80,899,2.8,12892,849307,3.91,14,48,13,0.49
SAL12893,Myrtleville,SAL12893,100,37,250,1375,2.8,12893,801454,6.58,13,40,7,1.62
SAL12894,Mystery Bay,SAL12894,199,63,360,1125,2.0,12894,1866808,2.81,6,56,14,1.0
SAL12895,Myuna Bay,SAL12895,0,0,0,0,0.0,12895,2201667,-1.97,5,45,9,0.0
SAL12896,Nabiac,SAL12896,1294,48,330,1253,2.6,12896,1688554,0.43,14,42,4,1.02
SAL12897,Nadgee,SAL12897,0,0,0,0,0.0,12897,1323346,1.24,13,50,12,0.0
SAL12898,Nambucca Heads,SAL12898,6675,57,280,839,2.0,12898,1396782,7.66,3,27,2,1.04
SAL12899,Namoi River,SAL12899,61,49,370,1062,2.7,12899,2118243,7.12,12,35,15,0.91
SAL12900,Nana Glen,SAL12900,1132,44,350,1540,2.7,12900,2020404,7.49,4,40,14,0.9
SAL12901,Nangus,SAL12901,240,41,179,1333,2.7,12901,1270188,6.26,13,45,16,0.73
SAL12902,Nanima,SAL12902,252,43,585,2974,3.0,12902,758517,1.52,13,30,9,4.01
SAL12903,Napoleon Reef,SAL12903,130,59,215,1859,2.3,12903,1455154,7.06,7,45,16,0.77
SAL12904,Naradhan,SAL12904,63,50,35,1749,2.5,12904,1988673,7.82,7,27,14,0.09
SAL12905,Narara,SAL12905,8471,38,420,1896,2.8,12905,1857133,1.5,3,44,2,1.18
SAL12906,Narellan,SAL12906,3358,36,430,1706,2.7,12906,637084,0.61,4,46,12,3.51
SAL12907,Narellan Vale,SAL12907,6931,35,460,2248,3.0,12907,1205475,3.47,3,19,16,1.98
SAL12908,Naremburn,SAL12908,5924,39,602,3272,2.4,12908,2342159,-0.13,2,26,5,1.34
SAL12909,Narooma,SAL12909,2731,58,260,926,2.0,12909,1082004,-1.67,6,53,7,1.25
SAL12910,Narrabarba,SAL12910,22,47,0,725,1.9,12910,1380179,7.46,7,55,13,0.0
SAL12911,Narrabeen,SAL12911,8255,48,565,1780,2.0,12911,1248013,7.26,4,51,2,2.35
SAL12912,Narrabri,SAL12912,7327,39,260,1590,2.4,12912,1191738,-0.37,5,18,11,1.13
SAL12913,Narraburra,SAL12913,70,47,93,1343,3.0,12913,2246588,2.08,8,56,19,0.22
SAL12914,Narran Lake,SAL12914,14,40,0,3750,3.0,12914,1752078,6.31,9,57,2,0.0
SAL12915,Narrandera,SAL12915,4369,44,210,1113,2.3,12915,644539,4.61,7,43,8,1.69
SAL12916,Narrangullen,SAL12916,9,20,250,4750,2.3,12916,924226,1.95,10,55,3,1.41
SAL12917,Narrawa,SAL12917,112,53,150,2166,2.5,12917,2070439,5.44,14,19,9,0.38
SAL12918,Narrawallee,SAL12918,1487,50,400,1309,2.3,12918,1670575,6.97,1,25,2,1.25
SAL12919,Narraweena,SAL12919,6971,43,400,1935,2.8,12919,1663369,7.26,11,44,7,1.25
SAL12920,Narromine,SAL12920,4608,39,250,1306,2.5,12920,2005949,1.79,14,23,12,0.65
SAL12921,Narwee,SAL12921,5411,40,354,1431,2.7,12921,1918897,-0.26,3,42,11,0.96
SAL12922,Nashdale,SAL12922,403,44,300,2180,2.7,12922,512289,7.13,11,36,17,3.05
SAL12923,Nashua,SAL12923,267,48,450,2025,2.7,12923,1200336,-1.07,5,25,17,1.95
SAL12924,Nattai,SAL12924,77,42,300,1149,2.3,12924,1198956,5.22,3,35,11,1.3
SAL12925,Naughtons Gap,SAL12925,137,32,240,1792,2.9,12925,2489251,-0.6,1,20,19,0.5
SAL12926,Neath,SAL12926,430,55,255,792,2.1,12926,2304377,1.89,2,40,19,0.58
SAL12927,Nebea,SAL12927,18,28,175,2125,2.0,12927,1805944,2.12,8,30,4,0.5
SAL12928,Neilrex,SAL12928,81,43,155,1437,2.7,12928,586365,-0.41,7,28,13,1.37
SAL12929,Nelligen,SAL12929,399,53,400,1148,2.4,12929,1254950,7.23,13,49,11,1.66
SAL12930,Nelson (Bega Valley - NSW),SAL12930,12,23,100,899,2.3,12930,2449022,-1.97,10,56,17,0.21
SAL12931,Nelson (The Hills Shire - NSW),SAL12931,460,47,450,2399,3.1,12931,675211,6.94,3,50,10,3.47
SAL12932,Nelson Bay (NSW),SAL12932,6141,51,380,1305,2.2,12932,1728361,6.84,4,36,19,1.14
SAL12933,Nelsons Plains,SAL12933,326,48,553,2250,3.0,12933,2495814,1.17,14,16,14,1.15
SAL12934,Nelungaloo,SAL12934,47,31,100,1812,2.8,12934,1621164,5.04,13,27,15,0.32
SAL12935,Nemingha,SAL12935,705,44,300,1741,2.4,12935,563646,0.53,3,25,15,2.77
SAL12936,Nericon,SAL12936,278,39,260,1890,2.8,12936,765798,5.59,13,26,3,1.77
SAL12937,Neringla,SAL12937,17,65,0,1125,2.0,12937,2030814,3.61,4,47,12,0.0
SAL12938,Nerong,SAL12938,168,59,310,862,2.1,12938,2353751,1.0,8,36,9,0.68
SAL12939,Nerriga,SAL12939,77,54,200,1062,2.0,12939,2383376,2.0,9,23,4,0.44
SAL12940,Nerrigundah,SAL12940,40,58,150,1312,2.5,12940,2293961,4.9,7,58,16,0.34
SAL12941,Nethercote,SAL12941,332,51,440,1375,2.6,12941,1229532,7.06,9,21,14,1.86
SAL12942,Neurea,SAL12942,129,51,185,1916,2.5,12942,1423945,-0.69,14,31,9,0.68
SAL12943,Neutral Bay,SAL12943,10090,38,550,2443,2.0,12943,1668311,3.71,9,24,14,1.71
SAL12944,Never Never,SAL12944,0,0,0,0,0.0,12944,655683,0.54,7,52,17,0.0
SAL12945,Nevertire,SAL12945,135,47,165,1437,2.6,12945,1406323,6.01,7,53,2,0.61
SAL12946,Neville,SAL12946,229,42,278,1553,2.8,12946,1132259,-1.3,8,39,3,1.28
SAL12947,New Berrima,SAL12947,598,37,400,1607,2.5,12947,1036437,4.89,12,41,14,2.01
SAL12948,New Brighton,SAL12948,368,45,600,1634,2.4,12948,1910822,-0.25,10,44,15,1.63
SAL12949,New Buildings,SAL12949,31,65,225,687,1.8,12949,1869909,3.96,12,44,3,0.63
SAL12950,New Italy,SAL12950,249,42,230,1158,2.6,12950,2311840,6.36,12,57,17,0.52
SAL12951,New Lambton,SAL12951,10651,41,395,1853,2.4,12951,2487755,5.55,3,48,15,0.83
SAL12952,New Lambton Heights,SAL12952,2610,41,483,2742,2.9,12952,2406039,5.53,8,47,8,1.04
SAL12953,New Mexico,SAL12953,59,48,250,2124,2.4,12953,1066956,3.18,1,46,15,1.22
SAL12954,New Park,SAL12954,142,52,255,1020,2.2,12954,1955465,6.91,13,56,19,0.68
SAL12955,New Valley,SAL12955,32,51,270,725,1.8,12955,1494170,3.88,6,26,18,0.94
SAL12956,Newbold,SAL12956,8,11,0,1375,6.0,12956,1112492,7.18,2,55,6,0.0
SAL12957,Newbridge (NSW),SAL12957,223,54,200,1428,2.4,12957,711830,3.47,7,37,12,1.46
SAL12958,Newcastle,SAL12958,3852,41,490,1943,1.7,12958,1745077,3.06,13,43,19,1.46
SAL12959,Newcastle East,SAL12959,1061,47,390,1891,2.1,12959,1965461,0.22,3,57,17,1.03
SAL12960,Newcastle West,SAL12960,1453,42,460,1639,1.7,12960,665140,3.45,11,15,11,3.6
SAL12961,Newee Creek,SAL12961,418,48,225,1347,2.5,12961,2292725,-0.59,10,34,7,0.51
SAL12962,Newington (NSW),SAL12962,5648,38,560,2465,2.9,12962,1689083,6.7,5,24,15,1.72
SAL12963,Newnes,SAL12963,7,34,0,2250,1.0,12963,725160,4.76,10,33,3,0.0
SAL12964,Newnes Plateau,SAL12964,0,0,0,0,0.0,12964,1731897,7.94,2,37,10,0.0
SAL12965,Newport (NSW),SAL12965,9659,46,600,2479,2.6,12965,1061672,-1.08,1,35,14,2.94
SAL12966,Newrybar,SAL12966,532,47,530,1843,2.6,12966,1021998,0.41,5,57,13,2.7
SAL12967,Newstead (NSW),SAL12967,19,48,150,1249,2.4,12967,1106217,6.77,9,49,3,0.71
SAL12968,Newton Boyd,SAL12968,21,47,0,1375,3.1,12968,2462967,1.95,9,46,4,0.0
SAL12969,Newtown (NSW),SAL12969,14690,34,550,2330,2.1,12969,2149017,2.66,7,24,14,1.33
SAL12970,Niagara Park,SAL12970,2779,37,410,1780,2.7,12970,2307992,6.61,14,16,2,0.92
SAL12971,Niangala,SAL12971,149,49,80,1375,2.5,12971,575388,3.22,9,50,5,0.72
SAL12972,Niemur,SAL12972,74,36,100,1812,2.9,12972,1055689,-0.07,4,20,19,0.49
SAL12973,Nightcap,SAL12973,0,0,0,0,0.0,12973,1018727,6.92,3,57,14,0.0
SAL12974,Nimbin,SAL12974,1607,50,300,798,2.0,12974,2275767,-1.69,11,31,7,0.69
SAL12975,Nimmitabel,SAL12975,324,49,260,1073,2.1,12975,2192367,6.95,4,29,7,0.62
SAL12976,Nimmo,SAL12976,24,54,0,1874,2.4,12976,732601,-1.49,7,50,16,0.0
SAL12977,Nirimba Fields,SAL12977,1632,31,410,2567,2.9,12977,1676410,4.66,8,38,19,1.27
SAL12978,Nobbys Creek,SAL12978,306,48,343,1949,2.8,12978,1582660,-1.28,2,54,18,1.13
SAL12979,Nombi,SAL12979,55,28,350,2250,3.8,12979,1800035,5.06,5,43,15,1.01
SAL12980,Noona,SAL12980,21,53,0,1208,2.0,12980,2183505,-1.66,5,28,5,0.0
SAL12981,Noorong,SAL12981,20,59,0,1374,2.0,12981,605111,6.42,13,16,2,0.0
SAL12982,Nooroo,SAL12982,48,44,0,1562,2.6,12982,1997618,2.66,9,36,9,0.0
SAL12983,Norah Head,SAL12983,1149,51,400,1711,2.5,12983,929667,-1.07,13,20,12,2.24
SAL12984,Noraville,SAL12984,3001,42,370,1480,2.5,12984,2211163,5.07,13,23,14,0.87
SAL12985,Nords Wharf,SAL12985,895,44,400,1679,2.6,12985,662982,2.89,13,26,18,3.14
SAL12986,Normanhurst,SAL12986,5387,41,550,2590,2.9,12986,798185,-0.09,3,56,15,3.58
SAL12987,North Albury,SAL12987,6232,38,240,1159,2.2,12987,2423928,-1.84,12,53,18,0.51
SAL12988,North Arm (NSW),SAL12988,117,42,550,1562,2.8,12988,1876401,2.18,6,19,2,1.52
SAL12989,North Arm Cove,SAL12989,552,56,340,1272,2.3,12989,734386,-1.14,10,54,9,2.41
SAL12990,North Avoca,SAL12990,2318,41,545,2511,2.8,12990,1892291,-1.06,12,58,12,1.5
SAL12991,North Balgowlah,SAL12991,3816,39,825,4212,3.3,12991,1745129,0.67,5,15,11,2.46
SAL12992,North Batemans Bay,SAL12992,794,49,350,1268,2.2,12992,961792,4.3,2,24,2,1.89
SAL12993,North Boambee Valley,SAL12993,2318,52,465,1414,2.4,12993,1001174,3.3,2,25,6,2.42
SAL12994,North Bondi,SAL12994,9290,35,700,3292,2.6,12994,1284625,-1.31,4,41,17,2.83
SAL12995,North Bourke,SAL12995,200,42,200,1781,2.4,12995,1151844,7.68,12,37,6,0.9
SAL12996,North Brother,SAL12996,0,0,0,0,0.0,12996,695246,6.87,4,34,17,0.0
SAL12997,North Casino,SAL12997,1000,43,350,1968,3.1,12997,2099024,0.59,7,19,4,0.87
SAL12998,North Curl Curl,SAL12998,4288,40,700,3611,3.2,12998,746242,-0.78,14,27,3,4.88
SAL12999,North Dorrigo,SAL12999,186,58,300,933,2.1,12999,1011083,7.42,12,24,18,1.54
SAL13000,North Epping,SAL13000,4657,44,615,3062,3.1,13000,517633,2.61,14,50,2,6.18
SAL13001,North Gosford,SAL13001,3986,36,390,1406,2.3,13001,1512384,1.11,1,55,17,1.34
SAL13002,North Haven (NSW),SAL13002,1619,61,310,832,1.9,13002,2352022,2.9,11,30,3,0.69
SAL13003,North Kellyville,SAL13003,17401,33,600,3120,3.3,13003,1366964,5.73,6,21,8,2.28
SAL13004,North Lambton,SAL13004,3454,31,400,1678,2.5,13004,549104,-0.32,11,46,12,3.79
SAL13005,North Lismore,SAL13005,754,42,320,1166,2.4,13005,1459125,5.67,13,39,7,1.14
SAL13006,North Macksville,SAL13006,669,53,340,916,2.3,13006,1363663,5.49,9,58,3,1.3
SAL13007,North Manly,SAL13007,3396,40,675,3169,3.1,13007,1616964,3.39,2,40,15,2.17
SAL13008,North Narooma,SAL13008,683,57,325,1351,2.3,13008,2088878,6.66,12,50,5,0.81
SAL13009,North Narrabeen,SAL13009,6016,40,665,2711,3.0,13009,1641154,-0.68,5,42,3,2.11
SAL13010,North Nowra,SAL13010,5856,39,380,1411,2.4,13010,1189115,3.95,10,58,3,1.66
SAL13011,North Parramatta,SAL13011,12064,38,390,1703,2.3,13011,1064678,2.49,11,26,14,1.9
SAL13012,North Richmond,SAL13012,6358,39,408,1724,2.6,13012,1834431,2.22,10,40,14,1.16
SAL13013,North Rocks,SAL13013,9136,40,505,2354,2.9,13013,1640234,0.53,4,18,4,1.6
SAL13014,North Rothbury,SAL13014,2502,30,450,2206,2.9,13014,557993,1.72,4,58,7,4.19
SAL13015,North Ryde,SAL13015,14043,37,520,2383,2.6,13015,705768,-0.92,8,37,18,3.83
SAL13016,North Shore (NSW),SAL13016,371,48,388,1478,2.4,13016,1706861,0.52,14,54,2,1.18
SAL13017,North St Marys,SAL13017,4123,35,340,1255,2.7,13017,1271148,0.72,6,38,8,1.39
SAL13018,North Star,SAL13018,214,38,140,1786,2.3,13018,1522460,5.21,7,45,8,0.48
SAL13019,North Strathfield,SAL13019,4618,34,495,2333,2.7,13019,1999576,-1.51,11,44,14,1.29
SAL13020,North Sydney,SAL13020,8964,36,575,2405,1.9,13020,1293853,4.51,12,17,10,2.31
SAL13021,North Tamworth,SAL13021,6273,38,310,1463,2.2,13021,1242296,0.21,9,30,19,1.3
SAL13022,North Tumbulgum,SAL13022,238,39,275,2041,2.9,13022,1042015,-1.18,13,48,2,1.37
SAL13023,North Turramurra,SAL13023,4194,56,760,2064,2.4,13023,1398850,1.01,3,52,12,2.83
SAL13024,North Wagga Wagga,SAL13024,679,44,290,1494,2.5,13024,2077222,0.24,11,42,12,0.73
SAL13025,North Wahroonga,SAL13025,2100,45,950,3189,3.1,13025,1875828,3.52,2,58,11,2.63
SAL13026,North Willoughby,SAL13026,4161,40,590,2488,2.7,13026,757681,1.57,3,55,18,4.05
SAL13027,North Wollongong,SAL13027,2299,30,395,1549,2.0,13027,594018,7.66,8,21,18,3.46
SAL13028,North Woodburn,SAL13028,142,39,375,1343,2.7,13028,1935177,7.64,13,22,13,1.01
SAL13029,North Yalgogrin,SAL13029,77,44,111,1687,2.7,13029,2498197,2.44,9,21,11,0.23
SAL13030,North Yeoval,SAL13030,95,43,170,1187,2.7,13030,1842630,5.95,10,51,13,0.48
SAL13031,Northangera,SAL13031,44,58,550,2166,2.2,13031,2199752,-1.87,5,21,7,1.3
SAL13032,Northbridge (NSW),SAL13032,6493,44,740,3874,2.9,13032,729104,3.48,8,32,7,5.28
SAL13033,Northmead,SAL13033,11261,39,420,1924,2.5,13033,1342186,5.43,14,53,7,1.63
SAL13034,Northwood (NSW),SAL13034,916,46,1200,5012,3.1,13034,693510,0.17,11,35,9,9.0
SAL13035,Norway,SAL13035,58,65,200,1062,1.7,13035,1658423,-1.39,7,48,6,0.63
SAL13036,Norwest,SAL13036,4688,37,579,2207,2.5,13036,2495451,-0.44,12,41,7,1.21
SAL13037,Nowendoc,SAL13037,88,62,320,1093,1.9,13037,1993293,2.42,14,22,3,0.83
SAL13038,Nowley,SAL13038,50,42,45,2125,2.7,13038,954162,3.06,12,48,18,0.25
SAL13039,Nowra,SAL13039,9956,40,300,1037,2.2,13039,1324899,1.81,13,32,9,1.18
SAL13040,Nowra Hill,SAL13040,2141,37,285,1902,3.0,13040,1435129,2.4,9,55,10,1.03
SAL13041,Nubba,SAL13041,77,52,200,1812,2.4,13041,1844613,2.7,4,26,9,0.56
SAL13042,Nulkaba,SAL13042,715,42,350,2217,3.0,13042,1624905,5.69,13,36,12,1.12
SAL13043,Nullamanna,SAL13043,171,40,285,1542,2.8,13043,1579583,-0.95,10,54,11,0.94
SAL13044,Nullica,SAL13044,17,50,200,1312,1.9,13044,1508806,5.69,3,36,18,0.69
SAL13045,Nullo Mountain,SAL13045,20,62,0,1125,2.0,13045,1194892,4.89,9,22,14,0.0
SAL13046,Numbaa,SAL13046,122,45,300,1541,2.8,13046,1864973,5.42,8,56,10,0.84
SAL13047,Number One,SAL13047,27,53,0,1374,2.6,13047,1560899,5.34,7,42,16,0.0
SAL13048,Numbla Vale,SAL13048,43,39,200,1875,2.4,13048,1397767,2.71,1,46,14,0.74
SAL13049,Numbugga,SAL13049,129,52,270,1166,2.4,13049,1660932,0.11,2,25,14,0.85
SAL13050,Numeralla,SAL13050,254,51,295,1292,2.4,13050,1135232,3.37,9,35,14,1.35
SAL13051,Numinbah,SAL13051,89,50,100,1125,2.3,13051,704451,7.58,5,40,5,0.74
SAL13052,Numulgi,SAL13052,207,50,410,1602,2.4,13052,2480290,3.89,1,28,11,0.86
SAL13053,Nunderi,SAL13053,696,50,460,1803,2.7,13053,1827176,-1.89,9,29,16,1.31
SAL13054,Nundle,SAL13054,482,55,250,764,2.0,13054,1055655,-1.4,1,28,11,1.23
SAL13055,Nungatta,SAL13055,4,27,0,1375,4.0,13055,1603200,7.93,8,26,9,0.0
SAL13056,Nungatta South,SAL13056,0,0,0,0,0.0,13056,903322,-1.28,5,50,11,0.0
SAL13057,Nurenmerenmong,SAL13057,10,37,0,1812,3.0,13057,1783141,-1.54,14,17,18,0.0
SAL13058,Nymagee,SAL13058,96,52,60,1041,2.3,13058,568008,1.53,11,58,6,0.55
SAL13059,Nymboida,SAL13059,268,56,250,870,2.2,13059,2460934,7.69,12,21,14,0.53
SAL13060,Nyngan,SAL13060,1953,41,200,1428,2.4,13060,877539,1.19,6,53,13,1.19
SAL13061,Nyora (NSW),SAL13061,18,48,0,1875,3.0,13061,616492,2.1,1,15,13,0.0
SAL13062,Nyrang Creek,SAL13062,29,58,150,1562,2.3,13062,572240,4.34,2,53,3,1.36
SAL13063,O'Connell (NSW),SAL13063,653,43,250,2578,2.9,13063,1875035,-1.76,7,39,10,0.69
SAL13064,Oak Flats,SAL13064,6840,42,440,1488,2.5,13064,1486753,6.98,2,45,3,1.54
SAL13065,Oakdale (NSW),SAL13065,2028,36,410,2083,3.0,13065,1225947,3.19,5,36,2,1.74
SAL13066,Oakey Park,SAL13066,305,48,270,1037,2.2,13066,772900,2.67,11,24,15,1.82
SAL13067,Oakhampton,SAL13067,165,68,325,1125,2.0,13067,961227,6.61,9,32,14,1.76
SAL13068,Oakhampton Heights,SAL13068,139,47,320,4187,3.2,13068,1847098,7.53,5,27,4,0.9
SAL13069,Oakhurst (NSW),SAL13069,6947,34,418,2097,3.3,13069,635327,2.23,12,22,6,3.42
SAL13070,Oaklands,SAL13070,304,50,150,1053,2.3,13070,2480564,-0.28,3,23,3,0.31
SAL13071,Oakville,SAL13071,2027,44,600,2368,3.3,13071,1149991,6.16,11,29,19,2.71
SAL13072,Oakwood (NSW),SAL13072,178,38,260,1562,2.6,13072,1342981,2.03,13,22,10,1.01
SAL13073,Oallen,SAL13073,145,56,215,1125,1.9,13073,665575,7.36,6,47,13,1.68
SAL13074,Oatlands (NSW),SAL13074,5833,42,530,2292,3.0,13074,2408802,7.5,7,49,6,1.14
SAL13075,Oatley,SAL13075,10664,43,490,2537,2.8,13075,1543445,-0.85,10,33,19,1.65
SAL13076,Oban,SAL13076,7,41,250,2750,2.5,13076,2048075,7.57,14,44,3,0.63
SAL13077,Obanvale,SAL13077,27,37,458,2750,2.9,13077,993948,1.68,11,23,11,2.4
